profile_id,profile_code,element_id,type,order_element,upper_depth,lower_depth,specimen_id,specimen_code,result_phys_chem_id,ph,ec,soc,tn,ap,k,ca,mg,na,clay,silt,sand,cec,bd,agg,fe,cu,zn,mn,b,as,pb,al,cd,cr,co,ni
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
